股票代號,個股名稱,投資比例(%),持有股數,Price
2330,台積電(2330.TW),8.21,"113,000",2030.00
2308,台達電(2308.TW),6.19,"94,000",1840.00
2454,聯發科(2454.TW),4.34,"63,000",1925.00
2383,台光電(2383.TW),3.94,"29,000",3800.00
6285,啟碁(6285.TW),2.76,"291,000",264.50
2360,致茂(2360.TW),2.74,"34,000",2255.00
3167,大量(3167.TW),2.35,"96,000",685.00
2891,中信金(2891.TW),2.31,"1,217,000",53.10
3711,日月光投控(3711.TW),2.29,"145,000",442.00
7769,鴻勁(7769.TW),2.26,"14,000",4500.00
2882,國泰金(2882.TW),2.25,"838,000",75.00
6223,旺矽(6223.TW),2.23,"12,000",5195.00
6669,緯穎(6669.TW),2.18,"16,000",3805.00
2345,智邦(2345.TW),2.15,"29,000",2070.00
3665,貿聯-KY(3665.TW),2.03,"24,000",2365.00
3044,健鼎(3044.TW),1.90,"129,000",411.50
2303,聯電(2303.TW),1.88,"718,000",73.00
6515,穎崴(6515.TW),1.84,"5,000",10305.00
2884,玉山金(2884.TW),1.67,"1,423,000",32.75
3653,健策(3653.TW),1.63,"10,000",4565.00
2368,金像電(2368.TW),1.60,"38,000",1175.00
2603,長榮(2603.TW),1.59,"224,000",198.00
2885,元大金(2885.TW),1.57,"874,000",50.20
2379,瑞昱(2379.TW),1.52,"80,000",531.00
3131,弘塑(3131.TW),1.51,"13,000",3255.00
2883,凱基金(2883.TW),1.47,"1,956,000",20.95
3491,昇達科(3491.TW),1.43,"24,000",1670.00
2412,中華電(2412.TW),1.42,"289,000",137.50
4904,遠傳(4904.TW),1.35,"388,000",97.40
2881,富邦金(2881.TW),1.29,"411,000",88.00
2357,華碩(2357.TW),1.27,"59,000",599.00
5871,中租-KY(5871.TW),1.22,"289,000",118.00
3529,力旺(3529.TW),1.17,"8,000",4075.00
5347,世界(5347.TW),1.16,"246,000",132.00
4991,環宇-KY(4991.TW),1.16,"49,000",660.00
2382,廣達(2382.TW),1.14,"99,000",323.00
2887,台新新光金(2887.TW),1.14,"1,308,000",24.30
6187,萬潤(6187.TW),1.13,"26,000",1215.00
2886,兆豐金(2886.TW),1.00,"706,000",39.50
5274,信驊(5274.TW),0.99,"2,000",13805.00
8021,尖點(8021.TW),0.95,"68,000",390.50
3034,聯詠(3034.TW),0.91,"61,000",415.00
2313,華通(2313.TW),0.84,"90,000",261.50
6944,兆聯實業(6944.TW),0.76,"23,000",917.00
3037,欣興(3037.TW),0.69,"30,000",643.00
2890,永豐金(2890.TW),0.61,"524,000",32.70
2467,志聖(2467.TW),0.57,"29,000",550.00
8210,勤誠(8210.TW),0.47,"13,000",1020.00
3231,緯創(3231.TW),0.46,"95,000",136.50
4938,和碩(4938.TW),0.46,"154,000",83.00
2912,統一超(2912.TW),0.45,"53,000",237.50
1216,統一(1216.TW),0.44,"168,000",73.50
1519,華城(1519.TW),0.44,"14,000",872.00
3008,大立光(3008.TW),0.37,"4,000",2605.00
3005,神基(3005.TW),0.26,"74,000",98.90
2301,光寶科(2301.TW),0.10,"17,000",162.00
1301,台塑(1301.TW),0.10,"52,000",53.40
2317,鴻海(2317.TW),0.08,"11,000",206.00
2609,陽明(2609.TW),0.08,"46,000",50.70
2615,萬海(2615.TW),0.08,"29,000",75.30
6409,旭隼(6409.TW),0.06,"2,000",781.00
